rgb_laplacian1_tot_var,rgb_laplacian2_tot_var,rgb_sobel1_tot_var,rgb_sobel2_tot_var,gray_laplacian1_tot_var,gray_laplacian2_tot_var,gray_sobel1_tot_var,gray_sobel2_tot_var,rgb_fft_r4_tot_mean,rgb_fft_r4_tot_var,rgb_fft_r8_tot_mean,rgb_fft_r8_tot_var,gray_fft_r4_tot_mean,gray_fft_r4_tot_var,gray_fft_r8_tot_mean,gray_fft_r8_tot_var,rgb_darkness,rgb_var,rgb_straight_lines,rgb_high_pixels,rgb_low_pixels,rgb_high_pixels_regions,rgb_low_pixels_regions,rgb_centroid_0,rgb_centroid_1,rgb_centroid_2,rgb_euler_number,rgb_graph,rgb_low_contrast,rgb_c0_mean,rgb_c0_var,rgb_c1_mean,rgb_c1_var,rgb_c2_mean,rgb_c2_var,rgb_colorfulness,gray_darkness,gray_var,gray_straight_lines,gray_high_pixels,gray_low_pixels,gray_high_pixels_regions,gray_low_pixels_regions,gray_centroid_0,gray_centroid_1,gray_euler_number,gray_graph,gray_low_contrast,gray_blur_effect,gray_regions,gray_perimeter,gray_shannon,gray_censure,gray_frequency,gray_contours,rgb_laplacian1_tot_var_missing,rgb_laplacian2_tot_var_missing,rgb_sobel1_tot_var_missing,rgb_sobel2_tot_var_missing,gray_laplacian1_tot_var_missing,gray_laplacian2_tot_var_missing,gray_sobel1_tot_var_missing,gray_sobel2_tot_var_missing,rgb_fft_r4_tot_mean_missing,rgb_fft_r4_tot_var_missing,rgb_fft_r8_tot_mean_missing,rgb_fft_r8_tot_var_missing,gray_fft_r4_tot_mean_missing,gray_fft_r4_tot_var_missing,gray_fft_r8_tot_mean_missing,gray_fft_r8_tot_var_missing,rgb_darkness_missing,rgb_var_missing,rgb_straight_lines_missing,rgb_high_pixels_missing,rgb_low_pixels_missing,rgb_high_pixels_regions_missing,rgb_low_pixels_regions_missing,rgb_centroid_0_missing,rgb_centroid_1_missing,rgb_centroid_2_missing,rgb_euler_number_missing,rgb_graph_missing,rgb_low_contrast_missing,rgb_c0_mean_missing,rgb_c0_var_missing,rgb_c1_mean_missing,rgb_c1_var_missing,rgb_c2_mean_missing,rgb_c2_var_missing,rgb_colorfulness_missing,gray_darkness_missing,gray_var_missing,gray_straight_lines_missing,gray_high_pixels_missing,gray_low_pixels_missing,gray_high_pixels_regions_missing,gray_low_pixels_regions_missing,gray_centroid_0_missing,gray_centroid_1_missing,gray_euler_number_missing,gray_graph_missing,gray_low_contrast_missing,gray_blur_effect_missing,gray_regions_missing,gray_perimeter_missing,gray_shannon_missing,gray_censure_missing,gray_frequency_missing,gray_contours_missing,path,target,dataset
444.4701271813073,2081.5302650360713,1628.5817998276816,1459.1973367797025,389.2511670074457,1854.4802283862505,1480.6532348289031,1388.8994444658772,93.52708743249002,3372.70333436858,121.54085329036046,2290.5225813473294,92.92741040077954,3541.0946323109306,121.77347526316913,2419.828959216774,26.110003255208333,632.8915939453019,22,0.007666015625,0.695146484375,9,34,178.2640336427173,156.9994472006147,0.9550625464951783,-5,0.0019389512803819446,0,27.261875,638.2490777343751,27.261875,638.2490777343751,27.261875,638.2490777343751,152.46665657366248,26.89947265625,651.9179411281585,2,0.007734375,0.684033203125,6,10,177.94866447922058,156.65469016948956,4,0.004387548828125001,0,0.3245264719345054,2,285.75840533340727,5.607292238066373,13,0.03734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/101_NIKON-D3400-35MM_S.JPG,sharp,dataset_dms
2395.5149299795535,14491.267736584237,9089.397689132364,10976.301177938094,2402.379402800818,14592.328555997068,9183.178426758226,11010.480151228734,134.95233639819935,10431.469020807152,187.30234354216034,7347.554534286164,135.75460732773777,10707.843029262289,188.2545891036272,7522.146183583521,171.21642578125,810.0014606624603,74,0.015904947916666665,0.0011555989583333333,15,2,160.94661687208065,161.3600163132652,0.9646597380728879,-386,0.0019360432942708333,0,180.15669921875,740.2611289485931,180.15669921875,740.2611289485931,180.15669921875,740.2611289485931,151.69910073964272,173.00865234375,688.8614876369477,2,0.01353515625,0.000986328125,12,1,161.36632120661415,161.1318587525484,-480,0.0041121337890625,0,0.25728005442931473,90,1679.456023591465,6.192870651662777,21,0.047119140625,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/120_HONOR-7X_S.jpg,sharp,dataset_dms
5760.120417164976,35823.022774327124,37285.1291359644,33732.4277998534,5724.758400524671,35803.73830099148,37688.71019636588,34037.32213263377,138.93535550516037,3802.6432869560736,171.77416174710527,2493.342631168492,138.91018142330523,3816.5978527740044,170.7840137625099,2577.189354422329,83.93928059895833,4666.051427086628,2,0.05078125,0.27679361979166667,160,169,132.66132388836533,184.92716918894476,0.9846872818959731,-65,0.0019883870442708334,0,85.31638671875,4694.074528350448,85.31638671875,4694.074528350448,85.31638671875,4694.074528350448,164.30278683071253,84.714482421875,4614.565735571957,2,0.048662109375,0.268701171875,98,82,133.8303838387285,184.76164409333143,-30,0.004688598632812501,0,0.19228832857460584,11,6115.528496361356,7.549969504913419,152,0.02671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/188_NIKON-D3400-18-55MM_S.JPG,sharp,dataset_dms
4827.872773684143,25265.550461016166,10951.386636318044,14895.362846083613,4785.2934493268,25009.576791018866,10723.54401836349,14542.218838007793,134.54078109527256,5109.480993422656,172.19903451014306,4084.4232571943703,136.03440600406861,5221.290599531432,174.18305561298243,4117.768414389397,113.10784830729166,5792.468873299905,28,0.14118815104166665,0.08576497395833334,41,93,118.8476438833915,162.8299061572152,0.9867553008080098,813,0.001847900390625,0,111.697685546875,5678.993518080808,111.697685546875,5678.993518080808,111.697685546875,5678.993518080808,173.89897203505487,116.3069921875,5374.015501890564,5,0.139345703125,0.063916015625,8,58,121.94210029424418,163.27299603453818,976,0.0041237548828125,0,0.22785298132718784,1,1919.8092706097393,7.056846302379761,120,0.13291015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/122_HONOR-7X_S.jpg,sharp,dataset_dms
1958.5718079292208,11111.227389632602,8981.525056903669,7068.542661677147,1874.1789089927086,10551.21708267428,8579.05271787354,6797.644593186991,137.62213621505597,6146.955027990191,176.06819625611317,4113.170927138882,137.09039819148072,6401.958615165182,176.6220090787005,4294.072709200944,105.21671549479167,2568.5973735870252,47,0.018509114583333333,0.03473307291666667,17,34,161.59089203134343,144.74149101672748,0.92271287173129,-929,0.0021219156901041663,0,118.30625,1362.8405078125,118.30625,1362.8405078125,118.30625,1362.8405078125,140.82349481232572,106.7975,2085.3453414062506,14,0.004892578125,0.030732421875,6,26,161.70349240823757,145.22721849469792,-120,0.00469365234375,0,0.2815804326624973,0,1129.2529214236354,7.334683263112223,67,0.01375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/66_HONOR-8X_S.jpg,sharp,dataset_dms
8304.53754999164,39527.46919486131,14619.70826099816,16928.329919113203,8351.019559430577,39756.633386057634,14548.69021256896,16697.30400061726,158.39141227528506,8658.999493852602,204.6434234349754,5622.949432487415,158.51959276245987,8772.724495652026,205.35253999285197,5655.785638587713,207.62737630208332,3432.0491724130843,3,0.5779459635416667,0.021529947916666667,9,14,150.72725999805905,164.69732474715494,0.9759800906603361,-259,0.0019387912326388893,0,213.083935546875,2041.9201130270958,213.083935546875,2041.9201130270958,213.083935546875,2041.9201130270958,173.05790397783304,210.53552734375,2725.758581557846,2,0.625517578125,0.020419921875,16,2,150.5223974037933,164.3647373759198,-395,0.004198681640625,0,0.1909002903668141,28,15834.504499473183,6.6280982083774305,23,0.04109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/25_HUAWEI-Y9_S.jpg,sharp,dataset_dms
950.4014312719416,6784.576418090865,5345.420476319072,5299.364382804161,959.4908954129857,6891.6417769376185,5477.8692180085645,5394.919717603488,134.94345426336042,9727.441091138415,183.38942876411326,6603.958968973865,134.98220088464112,9895.812139386573,183.92296937104766,6725.485935451392,143.91182942708335,2613.760910845905,417,0.0030924479166666665,0.003720703125,4,8,134.21001823264453,149.73860195069346,0.9611898190519849,1,0.001979294162326389,0,150.930478515625,2299.8248640288352,150.930478515625,2299.8248640288352,150.930478515625,2299.8248640288352,130.24381227586468,146.47908203125,2507.2695038448337,157,0.003681640625,0.000849609375,3,0,134.94382143674792,150.23578991987577,-17,0.00428212890625,0,0.34187284112300337,2,1952.8601358860715,7.40138545559298,7,0.012958984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/31_IPHONE-SE_S.jpg,sharp,dataset_dms
1998.347787508198,12448.27194809871,2955.200821727557,10796.47489808778,2010.7396705374022,12559.249334516415,2955.3806566104704,10937.727248177154,91.46114960693768,3156.858577477912,121.63146594597352,2661.2942721822214,92.13571736053291,3235.62470381445,122.78367964680093,2690.367397973122,38.219661458333334,1730.0178491041397,444,0.008795572916666666,0.5648014322916667,10,62,205.41330286481312,163.72249375696273,0.9485784953343304,266,0.0019347846137152784,0,40.771513671875,1946.668135794735,40.771513671875,1946.668135794735,40.771513671875,1946.668135794735,107.65629885263102,39.1178125,1744.8975264648436,152,0.009326171875,0.560341796875,4,66,204.60931246355162,163.92479748675876,270,0.0043942138671875,0,0.20061656084573015,15,674.5168106668145,6.265515478940891,10,0.05505859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/308_IPHONE-6S_S.jpeg,sharp,dataset_dms
4890.266874991963,27484.118038141532,15239.025333384772,9641.243174774636,4912.721249180201,27658.05817676787,15474.527622391111,9743.988445661818,155.8430754367088,8501.99604546642,200.7235119425779,5591.802287846559,157.53140259185844,8747.627437873683,202.97054113093947,5775.930457069181,167.832744140625,1285.5678685764633,79,0.0,0.00018880208333333333,0,1,156.4306888684421,162.01475114956938,0.9880738898292821,-1234,0.0016443060980902782,0,171.28607421875,1434.4038646663666,171.28607421875,1434.4038646663666,171.28607421875,1434.4038646663666,99.26601470453497,168.036865234375,1296.6624202513694,38,0.0,0.0,0,0,156.78276774389457,162.22150174565837,-1229,0.0031654052734374997,0,0.2170000086583861,216,615.4284989122459,6.373055012362495,56,0.038193359375,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/136_XIAOMI-REDMI-3S_S.jpg,sharp,dataset_dms
1634.6446124763704,11104.052203490091,11655.289064207915,7746.580140941064,1600.7777863508352,10902.968056787933,11418.784961999923,7608.72894564253,120.8473403071909,6228.668217944438,161.63746265853885,4878.993854693658,122.72388751039016,6871.456560482954,166.99874043425243,5103.925788426558,100.48174153645833,5197.690024701426,109,0.0315625,0.21399088541666667,13,63,164.42079359813212,187.0806694222504,0.6859511848373935,-42,0.002042830403645834,0,150.272763671875,5534.9347699011805,150.272763671875,5534.9347699011805,150.272763671875,5534.9347699011805,73.1824507299986,107.374248046875,3641.1993622275354,31,0.005009765625,0.19228515625,2,19,164.9460510810111,189.86831270555138,-271,0.004357080078125,0,0.31208994807331286,1,838.7127701597078,7.528250320259375,34,0.01490234375,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dataset_dms/sharp/50_HONOR-8X_S.jpg,sharp,dataset_dms
